run_id,park_type,service_target,climate_zone,year,native_cover,invasive_cover,canopy_cover,Ce,Cr,Ct,Cep,MPS,satisfaction,action,mgmt_mode,conflict_total,budget_used,temp_anomaly,precip_anomaly,heatwave,drought_event,heavy_rain,storm,pest_outbreak,disturb_canopy_loss,disturb_native_loss,edge_fraction,invasive_edge,invasive_core,canopy_edge,canopy_core,alloc_monitoring,alloc_invasive_removal,alloc_ecological_restoration,alloc_infrastructure,alloc_visitor_experience,alloc_ecosystem_service
0,NSF,recreation,Temperate,0,0.9078414196393586,0.15527983712100213,0.7076244802155842,0.8529263279552968,0.7037018490938829,0.7458159829023867,0.7560257262184708,0.740761709728863,0.8754455956642814,monitoring,single,0,0.0,-0.14336635011598678,0.16488932533866038,0.0,0.0,0.9083755665436714,0.0,0.0,0.02052928780388697,0.0,0.26,0.1674105934335965,0.15290957138955005,0.7018329511635473,0.709659341774408,1.0,0.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,1,0.9128414196393586,0.18508773907598935,0.7067434294892623,0.8425688615474994,0.6929166631191086,0.7478016676844901,0.7564413043432938,0.7335579215847424,0.7668289195022822,monitoring,single,0,0.0,-0.35119374160377065,-0.04491655504532443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.20468249888756715,0.18009498562867826,0.7010033284226589,0.7087602217559067,1.0,0.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,2,0.8928340253830545,0.22559606488119296,0.6862322410041432,0.8087220545146693,0.6705342736932397,0.7326449837236174,0.7398220695100679,0.7113310709828575,0.7486259775111067,monitoring,single,0,0.0,0.8438052922543469,0.16996814959495968,0.0,0.0,0.0,0.0,0.7376812464986477,0.02500739425630416,0.02500739425630416,0.26,0.26397640506506787,0.21400297238415586,0.6741699021031663,0.6904703600774594,1.0,0.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,3,0.8639397256902197,0.27965079689709765,0.644962713907074,0.7627411913446573,0.6351073066488455,0.7072616907327212,0.7081692260814398,0.6760802116481237,0.72402220109701,monitoring,single,0,0.0,1.4363680315930756,0.4638687334510178,0.0,0.0,1.0,0.0,0.9998318493461573,0.05649429969283473,0.03389429969283473,0.26,0.3061797294647623,0.27222171248143173,0.6128013193199238,0.6562626633566133,1.0,0.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,4,0.8689397256902197,0.3104289991958059,0.6471361234452261,0.7521427538907668,0.6252042996595584,0.7101637135941667,0.7105644633197024,0.6698130419197292,0.7824504035047923,infrastructure,single,0,8.0,0.3212904289049591,-0.09706049040669068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.34178546850515806,0.3013037532222498,0.6183565238012475,0.6572478746714888,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,5,0.8739397256902198,0.3452193103399044,0.595761808246438,0.7395976576697681,0.5924779646796087,0.6970014190345304,0.6793838181734346,0.64237943476239,0.6341916993387834,infrastructure,single,0,8.0,1.4299118364560037,-0.09554916006245293,1.0,0.0,0.5381456035511681,0.0,0.0,0.0573620906402564,0.0,0.26,0.3681229344466898,0.3390639829510338,0.5511743868146243,0.611427659019778,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,6,0.8789397256902198,0.3693838736143649,0.5976848746165987,0.7318751576646026,0.5847895940816118,0.6998283389455785,0.6816724426474026,0.6377328728186152,0.731370668151255,infrastructure,single,0,8.0,-0.4874589400141376,-0.16171446134771972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.3854343413705016,0.3656364119703169,0.5548746490833076,0.6127263052093767,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,7,0.8826397256902198,0.3932870602448833,0.5875044793177936,0.7233151336115822,0.5723513206414083,0.698439220355937,0.6761111563122062,0.6283566496925468,0.6894438392907706,infrastructure,single,0,8.0,-0.2637014568724643,0.19272245779567648,0.0,0.0,1.0,0.0,0.0,0.022600000000000002,0.0,0.26,0.4228369975528276,0.38479654173128125,0.5421290547285894,0.6034471960653518,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,8,0.8826397256902198,0.42101503387349515,0.596252067433891,0.7104273955746087,0.5661455651178331,0.7010634967907662,0.6815783535130039,0.624366190532677,0.6256250844463325,infrastructure,single,1,8.0,0.592031886440553,-0.0063729666751886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.4417248111202491,0.41563051754355457,0.5544640665962643,0.6109343379984626,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,9,0.9055245089149478,0.38405310308646484,0.5964979110642602,0.7432781372437753,0.5791805783454413,0.7114354023310046,0.6866948367287443,0.6385235462554084,0.5925302693539352,invasive_removal,single,1,20.0,-0.19229698844819526,-0.20003186721859761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.4082917741013154,0.3774287051623282,0.5590673751079004,0.6096491804543326,0.0,1.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,10,0.9055245089149478,0.40977243441473965,0.6109638632228129,0.7311474255169235,0.5759651932439662,0.7157751879785704,0.6956620913961974,0.6371629071888165,0.7655142038489016,infrastructure,single,1,8.0,-0.5547353400035127,0.2847891539519776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.41970284333797997,0.40817526371197954,0.5736176218931877,0.6240855155818705,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,11,0.8988991108139147,0.38453981401700194,0.5921331279029621,0.738512576780002,0.5772643162552341,0.7071445382371503,0.682545915232012,0.6354958973274966,0.7605124078814585,invasive_removal,single,0,20.0,1.5343174970227564,0.17289496946627722,0.0,0.0,0.0,0.0,0.8705068237687674,0.029510181325761213,0.029510181325761213,0.26,0.41576746859770053,0.37545982727243216,0.5487901901084696,0.6073617276685946,0.0,1.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,12,0.8721485616780359,0.4095887825586531,0.5735694605360071,0.708634412554302,0.5610717103188743,0.6895376909159183,0.6650730206454541,0.6168529757792088,0.6093916120376481,infrastructure,single,1,8.0,-0.02662536469412391,0.11753444309305634,0.0,0.0,0.0,0.0,0.8982462871940644,0.03045054913587878,0.03045054913587878,0.26,0.4376645703655428,0.40161620846434054,0.5255412764810975,0.5904442279066511,0.0,0.0,0.0,1.0,0.0,0.0
0,NSF,recreation,Temperate,13,0.8963333449027638,0.3818787821502159,0.5842930351744045,0.7380037136465388,0.5750596403171863,0.703637915758565,0.6771109446346619,0.6327693397242222,0.6580251463542048,invasive_removal,single,0,20.0,-0.2531538554494145,0.03261675276938281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.3946619761269664,0.3792792815637901,0.5399732046472073,0.5998648675217981,0.0,1.0,0.0,0.0,0.0,0.0
0,NSF,recreation,Temperate,14,0.8963333449027638,0.4067882600532558,0.58325695434373,0.7263236593713469,0.5659268907188525,0.7033270915093628,0.6764665661832372,0.6258343611886548,0.6715039071089024,infrastructure,single,1,8.0,0.49686726560250527,-0.1728128348724443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.4293368622328373,0.40075767009826774,0.5431341556108779,0.5973541538985159,0.0,0.0,0.0,1.0,0.0,0.0
